Anleggsnavn;Anleggsnr;Status;Eier;Driver;Anleggsklasse;Anleggskategori;Anleggstype;Universal utforming;Måldata 1;Måldata 2;Måldata 3;Måldata 4;NGO X koordinat;NGO Y koordinat;NGO Akse;UTM Nord;UTM Øst;UTM Sone
Brekken std.-grasbane;1640000201;Eksisterende;Brekken i.l.;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 65.00 ;  ;  ;518250;58700;6;6950258;339207;33
Brekkmoen grusbane;1640000202;Eksisterende;Brekken i.l.;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 97.00 ;Bredde 61.00 ;  ;  ;518250;58700;5;6950258;339207;33
Brekken stadion -tren.felt;1640000203;Eksisterende;Brekken i.l.;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 70.00 ;Bredde 40.00 ;  ;  ;518250;58700;5;6950258;339207;33
Glåmos std.- grasbane;1640000301;Eksisterende;Glåmos idrettslag;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ja;Lengde 104.00 ;Bredde 65.00 ;  ;  ;520447;36753;6;6953905;317456;33
Glåmos grusbane;1640000302;Eksisterende;Glåmos idrettslag;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 57.00 ;  ;  ;520300;36700;5;6953762;317393;33
H.e.g. - grusbane;1640000401;Nedlagt;H.E.G. IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 105.00 ;Bredde 70.00 ;  ;  ;506740;29750;5;6940692;309560;33
Hitterdal og feragen ip nedlag;1640000501;Nedlagt;Hitterdal Og Feragen IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 50.00 ;  ;  ;512850;53500;5;6945215;333662;33
Røros idr.hall minigrasb.1;1640001203;Nedlagt;Røros kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ja;Lengde 60.00 ;Bredde 40.00 ;  ;  ;509950;33550;6;6943643;313564;33
Røros i.hall -minigrasbane 2;1640001204;Nedlagt;Røros kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ja;Lengde 60.00 ;Bredde 40.00 ;  ;  ;509950;33550;6;6943643;313564;33
Kirkhusmoen idrettsanlegg - kunstgressbane;1644000101;Eksisterende;Holtålen kommune;Ålen IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 97.00 ;Bredde 60.00 ;  ;  ;539620;28690;6;6973571;310683;33
Kirkhusmoen - moanbanen gras;1644000102;Eksisterende;Ålen IL;Ålen IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 65.00 ;  ;  ;539620;28690;6;6973571;310683;33
Haltdalen grasbane;1644000201;Eksisterende;Haltdalen IL;Haltdalen IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 98.00 ;Bredde 62.00 ;  ;  ;547935;22790;6;6982260;305348;33
Haltdalen grusbane;1644000202;Ikke i drift;Haltdalen IL;Haltdalen IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;547935;22790;5;6982260;305348;33
Eidet i.p.- grusbane;1644000301;Eksisterende;Ålen IL;Ålen IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 80.00 ;Bredde 60.00 ;  ;  ;540580;25500;5;6974741;307563;33
Hov skole- kunstgressbane;1644001004;Eksisterende;Holtålen kommune;Holtålen kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 40.00 meter;Bredde 20.00 meter;  ;  ;539498;29190;7;6973416;311174;33
Storøra grasbane, rognes;1648000101;Eksisterende;Rognes IL;Rognes IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 107.00 ;Bredde 64.00 ;  ;  ;558980;-14250;6;6995745;269118;33
Storøra grusbane, rognes;1648000102;Eksisterende;Rognes IL;Rognes IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 60.00 ;  ;  ;558980;-14250;5;6995745;269118;33
Hovsmoen grasbane;1648000201;Eksisterende;Sokna IL;Sokna IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 105.00 ;Bredde 66.00 ;  ;  ;553320;-26350;6;6990901;256665;33
Hovsmoen grusbane;1648000202;Eksisterende;Sokna IL;Sokna IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 76.00 ;Bredde 50.00 ;  ;  ;553320;-26350;5;6990901;256665;33
Støren stadion -grasbane;1648000301;Ikke i drift;Støren Sportsklubb;Støren Sportsklubb;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;561765;-21780;6;6999026;261788;33
Støren stadion- grusbane;1648000302;Nedlagt;Støren Sportsklubb;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;561765;-21780;5;6999026;261788;33
Støren Idrettspark - kunstgrasbane;1648000306;Eksisterende;Midtre Gauldal kommune;Midtre Gauldal kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Bredde 68.00 meter;Lengde 106.00 meter;  ;  ;6989896;564665;7;6472983;240338;33
Budal stadion - grasbane;1648000401;Eksisterende;Budal IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 90.00 ;Bredde 66.00 ;  ;  ;543910;-11850;6;6980545;270512;33
Budal stadion - ballbinge;1648000407;Planlagt;Midtre Gauldal kommune;Budal IL;Kommuneanlegg;Fotballanlegg;Fotball ubestemt;Ja; 21.00 meter; 13.00 meter;  ;  ;543921;-11877;;6973372;575477;32
Singsås stadion -grasbane;1648000501;Eksisterende;Singsås IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 90.00 ;Bredde 60.00 ;  ;  ;552030;100;6;6987855;282978;33
Singsås stadion -grusbane;1648000502;Eksisterende;Singsås IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 60.00 ;  ;  ;552030;100;5;6987855;282978;33
Singsås stadion - kunstgressbane 7-bane;1648000507;Planlagt;Singsås IL;Singsås IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;566239;-304117;7;6987848;282931;32
Støren idr.park grusbane;1648000601;Nedlagt;Midtre Gauldal Kommune privat;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 64.00 ;  ;  ;560740;-22250;5;6998034;261251;33
Støren idr.park grasbane;1648000602;Eksisterende;Midtre Gauldal Kommune privat;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 67.00 ;  ;  ;560740;-22250;6;6998034;261251;33
Støren i.p. - treningsflate 1;1648000609;Eksisterende;Midtre Gauldal Kommune privat;;Kommuneanlegg;Fotballanlegg;Fotball ubestemt;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;0;0;;0;0;0
Støren i.p. - treningsflate 2;1648000610;Eksisterende;Midtre Gauldal Kommune privat;;Kommuneanlegg;Fotballanlegg;Fotball ubestemt;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;0;0;;0;0;0
Soknedal skole- kunstgrasflate;1648050105;Eksisterende;Sokna IL;Sokna IL;Nærmiljøanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 21.00 ;Bredde 13.00 ;  ;  ;552200;-26820;7;6989815;256122;33
Kotsøy -  H-arena - fotballbane 7-er;1648054401;Eksisterende;Singsås IL;Singsås IL;Nærmiljøanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 50.00 meter;Bredde 25.00 meter;  ;  ;554082;-7889;6;6990434;275141;33
Gruva grasbane 1;1653000101;Eksisterende;Melhus IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 65.00 ;  ;  ;589300;-23200;6;7026602;262206;33
Gruva grusbane 1;1653000102;Nedlagt;Melhus IL;Melhus IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;589300;-23200;5;7026602;262206;33
Gruva grusbane 2;1653000103;Nedlagt;Melhus IL;Melhus IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;589300;-23200;5;7026602;262206;33
Gruva minibane (grus);1653000104;Eksisterende;Melhus IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 80.00 ;Bredde 40.00 ;  ;  ;589300;-23200;5;7026602;262206;33
Gruva grasbane 2;1653000106;Eksisterende;Melhus IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 65.00 ;  ;  ;589300;-23200;6;7026602;262206;33
Gruva kunstgressbane mini;1653000108;Eksisterende;Melhus IL;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;589339;-23258;7;7026645;262150;33
Gruva kunstgressbane 11'er;1653000109;Eksisterende;Melhus IL;Melhus IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Bredde 72.00 meter;Lengde 110.00 meter;  ;  ;602706;-523541;7;7018369;62866;32
Hovin grasbane;1653000201;Eksisterende;Melhus kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;569550;-25100;6;7007017;258993;33
Brekkåsen grasbane;1653000301;Nedlagt;Gimse IL;Gimse IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 64.00 ;  ;  ;587000;-24400;6;7024387;260855;33
Brekkåsen grusbane;1653000302;Eksisterende;Gimse IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 90.00 ;Bredde 50.00 ;  ;  ;587000;-24400;6;7024387;260855;33
Brekkåsen kunstgressbane;1653000305;Eksisterende;Gimse IL;Gimse IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Bredde 64.00 meter;Lengde 100.00 meter;  ;  ;587019;-24280;7;7016107;561929;32
Flå stadion -grasbane 1;1653000401;Nedlagt;Flå IL;Flå IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 67.00 ;  ;  ;578950;-20600;6;7016099;264111;33
Flå stadion -grasbane 2;1653000402;Eksisterende;Flå IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 65.00 ;  ;  ;578950;-20600;6;7016099;264111;33
Flå skole og barnehage - kunstgressbane;1653000405;Eksisterende;Melhus kommune;Melhus kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Bredde 64.00 meter;Lengde 100.00 meter;  ;  ;578966;-20268;7;7008168;566154;32
Flå kunstgressbane 7'er;1653000406;Planlagt;;Flå IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Bredde 40.00 meter;Lengde 60.00 meter;  ;  ;578894;-20241;7;7008097;566183;32
Lundamo grasbane;1653000501;Eksisterende;Lundamo IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 70.00 ;  ;  ;573900;-21700;6;7011132;262676;33
Lundamo u.skolebane (grus);1653000502;Eksisterende;Lundamo IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;573900;-21700;5;7011132;262676;33
Sørøya grasbane;1653000601;Eksisterende;Trønder-Lyn;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 65.00 ;  ;  ;582400;-22200;6;7019649;262744;33
Sørøya tren.bane mini -grus;1653000602;Eksisterende;Trønder-Lyn;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 70.00 ;Bredde 45.00 ;  ;  ;582400;-22200;5;7019649;262744;33
Sørøya stadion gressbane;1653000604;Planlagt;Trønder-Lyn;Trønder-Lyn;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;  ;  ;  ;  ;582440;-22274;6;7011586;564056;32
Korsvegen idrettsplass, grasbane;1653000701;Eksisterende;Leik, IL;Leik, IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 104.00 ;Bredde 63.00 ;  ;  ;575255;-31325;6;7004163;555204;32
Korsvegen mini grusbane;1653000703;Nedlagt;Leik, IL;Leik, IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 75.00 ;Bredde 40.00 ;  ;  ;575400;-31300;5;7013269;253194;33
Korsvegen idrettsplass - kunstgress;1653000704;Eksisterende;Leik, IL;Leik, IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Bredde 68.00 meter;Lengde 106.00 meter;  ;  ;575240;-31229;7;7004150;555300;32
Leikmoen grasbane;1653000801;Eksisterende;Leik, IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;570900;-38460;6;7009254;245748;33
Tambartun komp.senter grasbane;1653001101;Eksisterende;Tambartun kompetansesenter;Tambartun kompetansesenter;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 60.00 ;Bredde 40.00 ;  ;  ;587700;-23300;6;7025012;261999;33
Hovin skole  grusbane;1653008002;Nedlagt;Melhus kommune;Melhus kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 50.00 ;  ;  ;569900;-24800;5;7007346;259316;33
Hovin skole liten grusbane;1653008003;Eksisterende;Melhus kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;569900;-24800;6;7007346;259316;33
Melhus skolebane mini grus;1653090101;Eksisterende;Melhus kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 66.00 ;Bredde 46.00 ;  ;  ;588920;-22780;5;7026195;262599;33
Melhus hallbane mini grus;1653090201;Eksisterende;Melhus IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 80.00 ;Bredde 50.00 ;  ;  ;588850;-22700;5;7026120;262675;33
Fremo fotballbane - grus;1653090301;Eksisterende;Flå IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;580350;-17350;5;7017280;267448;33
Hovin kunstgressbane ;1653093001;Eksisterende;Melhus kommune;Melhus kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Aktivitetsflate 2400.00 m2;Bredde 40.00 meter;Lengde 60.00 meter;Lengde  ;568872;-24822;7;6997959;561873;32
Lundamo barneskole kunstgress;1653093502;Eksisterende;Melhus kommune;Melhus kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Bredde 64.00 meter;Lengde 100.00 meter;  ;  ;587235;-522004;7;7002967;64816;32
Buvik stadion -grusbane;1657000101;Nedlagt;Buvik IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Nei;Lengde 105.00 ;Bredde 67.00 ;  ;  ;591750;-27000;5;7029301;258576;33
Buvik stadion grasbane;1657000102;Eksisterende;Buvik IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;591750;-27000;6;7029301;258576;33
Buvik stadion treningsfelt-gress;1657000106;Planlagt;Buvik IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 70.00 ;Bredde 40.00 ;  ;  ;0;0;6;0;0;0
Buvik stadion - Kunstgressbane;1657000107;Eksisterende;Buvik IL;Buvik IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Nei;Lengde 100.00 meter;Bredde 64.00 meter;Bredde 28.00 meter;Lengde 48.00 meter;591760;-27000;7;7029311;258577;33
Skaun grasbane;1657000201;Eksisterende;Skaun IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 106.00 ;Bredde 62.00 ;  ;  ;586550;-33850;6;7024568;251392;33
Skaun treningsfelt fotball;1657000202;Eksisterende;Skaun IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;586550;-33850;6;7024568;251392;33
Børsa grusbane;1657000301;Eksisterende;Børsa IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;592450;-32050;5;7030337;253583;33
Eggkleiva balløkke;1657000401;Eksisterende;Eggkleiva Sanitetsforening;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 65.00 ;Bredde 40.00 ;  ;  ;588550;-33800;5;7026561;251576;33
Buvik skole - treningsbane gress;1657010106;Planlagt;Buvik IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;; 0.00 ; 0.00 ;  ;  ;0;0;6;0;0;0
Børsa skole -grusbane;1657020102;Eksisterende;Skaun kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 94.00 ;Bredde 56.00 ;  ;  ;593450;-32630;5;7031374;253070;33
Moan idrettspark -grasbane;1657020201;Eksisterende;Skaun kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 67.00 ;  ;  ;593250;-32450;6;7031162;253237;33
Moan idrettspark -grusbane;1657020202;Nedlagt;Skaun kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 102.00 ;Bredde 64.00 ;  ;  ;593250;-32450;5;7031162;253237;33
Moan kunstgressbane;1657020204;Eksisterende;Moan idrettspark BA;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;593310;-32890;7;7031251;252802;33
Sørborgen grasbane;1662000101;Nedlagt;Klæbu kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 106.00 ;Bredde 69.00 ;  ;  ;591100;-12700;6;7027699;272805;33
Sørborgen liten grusbane;1662000102;Eksisterende;Klæbu kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 70.00 ;Bredde 40.00 ;  ;  ;591100;-12700;5;7027699;272805;33
Sørborgen kunstgressbane;1662000107;Eksisterende;Sørborgen kunstgress AS;Sørborgen kunstgress AS;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 100.00 ;Bredde 64.00 ;  ;  ;591125;-12691;7;7027723;272816;33
Tanemsflata grusbane;1662000201;Eksisterende;Klæbu IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;591900;-14480;5;7028616;271082;33
Hallsetheimen grasbane;1662000301;Midlertidig stengt;Klæbu kommune;Klæbu kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 90.00 ;Bredde 60.00 ;  ;  ;590500;-11600;6;7027026;273863;33
Tanem kunstgress;1662008502;Eksisterende;Tanem velforening;Tanem velforening;Nærmiljøanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Aktivitetsflate  ;  ;  ;  ;603993;286292;7;7020629;571827;33
Øya i grasbane;1663000101;Eksisterende;Malvik kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 70.00 ;  ;  ;602770;4300;6;7038211;290549;33
Øya ii grasbane;1663000102;Nedlagt;Malvik kommune;Malvik kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 65.00 ;  ;  ;602770;4300;6;7038211;290549;33
Øya iii grusbane;1663000103;Eksisterende;Malvik kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;602770;4300;5;7038211;290549;33
Øya 2 - Kunstgressbane ;1663000106;Eksisterende;Malvik kommune;Malvik kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;602771;4300;7;7038211;290549;33
Øya 5-er baner;1663000107;Eksisterende;;;Nærmiljøanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;617274;303555;7;7032711;589913;33
Mogjerdet grusbane;1663000201;Nedlagt;Malvik kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 95.00 ;Bredde 56.00 ;  ;  ;602548;3895;5;7038016;290130;33
Viksletta grasbane;1663000301;Eksisterende;Malvik kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 65.00 ;  ;  ;605810;-4165;6;7041810;282305;33
Viksletta stadion - grusbane;1663000302;Eksisterende;Malvik kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;605810;-4165;5;7041810;282305;33
Viksletta grasbane 2;1663000305;Nedlagt;Malvik kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 70.00 ;  ;  ;605811;-4155;6;7041810;282315;33
Viksletta kunstgrasbane;1663000306;Eksisterende;Malvik kommune;;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;605810;-4165;7;7041810;282305;33
Viksletta kunstgressbane 7-er ;1663000307;Planlagt;Malvik IL;Malvik IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;619282;294924;7;7035287;581447;33
Saksvik skolebane -grus;1663000401;Eksisterende;Malvik kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 65.00 ;Bredde 45.00 ;  ;  ;605375;-5820;5;7041486;280624;33
Mostadmark grasbane;1663000501;Eksisterende;Mostadmark IL;Malvik kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 96.00 ;Bredde 56.00 ;  ;  ;593935;4708;6;7029367;290367;33
Saksvik Kunstgressbane 35x55;1663003307;Planlagt;Malvik kommune;Malvik IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;618842;293381;7;7034952;579880;33
Abra-hallen kunstgressbane;1663006601;Midlertidig stengt;Bjon eiendom;Rosenborg Ballklub;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 100.00 ;Bredde 64.00 ;  ;  ;602910;2056;7;7038500;288319;33
Sveberg skole  kunstgressbane 7'er (40x60m);1663006703;Eksisterende;Malvik kommune;Malvik kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Aktivitetsflate 2904.00 m2;  ;  ;  ;618349;301465;7;7033921;587902;33
Selbu sentralbane grasbane;1664000101;Nedlagt;Selbu kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 62.00 ;  ;  ;582200;15400;6;7016944;300254;33
Selbu kunstgrasbane;1664000105;Eksisterende;Selbu Ballklubb;Selbu Ballklubb;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 100.00 ;Bredde 64.00 ;  ;  ;582470;15450;7;7017210;300322;33
Vikvarvet grasbane;1664000201;Eksisterende;Vikvarvet IL;Vikvarvet IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;581000;12550;6;7015936;297330;33
Granlund grasbane;1664000301;Eksisterende;Øverbygda IL;Øverbygda IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 58.00 ;  ;  ;578400;21150;6;7012769;305738;33
Selbustrand skole - ballbinge;1664020202;Eksisterende;Selbu kommune;Selbu kommune;Nærmiljøanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 21.00 meter;Bredde 13.00 meter;  ;  ;587000;14560;7;7017129;600750;32
Fuglemsmoen fotballbane og toalettbygg;1664020301;Eksisterende;Selbustrand IL;Selbustrand IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 80.00 ;Bredde 50.00 ;  ;  ;584600;10970;6;7019634;295993;33
Tømra stadion -grusbane;1664021301;Eksisterende;Selbustrand IL;Selbustrand IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 50.00 ;  ;  ;588950;17900;5;7023513;303198;33
Innbygda stadion -grusbane;1664030801;Eksisterende;Selbu IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 50.00 ;  ;  ;584950;18850;5;7019458;303880;33
Bellflata flerbruksområde - grusbane;1664040106;Eksisterende;Selbu kommune;Selbu kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 60.00 ;Bredde 40.00 ;  ;  ;582338;15843;5;7017052;300705;33
ÅrsøyaFritidspark-  ball-løkke;1664041502;Eksisterende;Årsøya Fritidspark As;Årsøya Fritidspark As;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;582450;15150;6;7017210;300021;33
Kløfta gressbane;1665000101;Eksisterende;Tydal IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 105.00 ;Bredde 65.00 ;  ;  ;562100;48100;6;6994711;331543;33
Bekkesletta grasbane;1665000201;Eksisterende;Tydal IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 67.00 ;  ;  ;546100;59950;6;6977960;342302;33
Spongmyra-græslibanen (grus);1665000301;Eksisterende;Græsli IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;564700;36650;5;6998067;320292;33
Guldbergaunet fotballstadion;1702000101;Nedlagt;Steinkjer kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 105.00 ;Bredde 70.00 ;  ;  ;670910;38740;6;7103897;329473;33
Guldbergaunet treningsfelt;1702000102;Eksisterende;Steinkjer kommune;Steinkjer kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 63.00 ;  ;  ;671020;38710;6;7104008;329451;33
Guldbergaunet treningsbane gras;1702000103;Eksisterende;Steinkjer kommune;Steinkjer kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;671150;38680;6;7104140;329429;33
Nerenget grusbane;1702000104;Nedlagt;Steinkjer Fotballklubb;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 65.00 ;  ;  ;671140;38800;5;7104122;329548;33
Guldbergaunet kunstgrasbane I;1702000105;Eksisterende;Steinkjer kommune;Steinkjer kommune;Fylkesanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 105.00 ;Bredde 64.00 ;  ;  ;671120;38550;7;7104119;329298;33
